"time [s]"	"region"	"quantity [m(2).kg.s(-2)]"	"flux"	"flux_in"	"flux_out"	"mass"	"source"	"source_in"	"source_out"	"flux_increment"	"source_increment"	"flux_cumulative"	"source_cumulative"	"error"
9.1517e+08	".side_x0"	"energy"	-175886	0	-175886	0	0	0	0	0	0	0	0	0
9.1517e+08	".side_x1"	"energy"	169621	169630	-8.30316	0	0	0	0	0	0	0	0	0
9.1517e+08	".left_well"	"energy"	85112.7	85112.7	0	0	0	0	0	0	0	0	0	0
9.1517e+08	".right_well"	"energy"	-195387	0	-195387	0	0	0	0	0	0	0	0	0
9.1517e+08	".IMPLICIT_BOUNDARY"	"energy"	-1.37125e-08	0	-1.37125e-08	0	0	0	0	0	0	0	0	0
9.1517e+08	"ALL"	"energy"	-326333	747978	-1.07431e+06	2.00085e+17	0	0	0	-1.02983e+13	0	-3.20208e+14	0	1.15709e+06
9.46728e+08	"left_fr"	"energy"	0	0	0	3.98239e+07	0	0	0	0	0	0	0	0
9.46728e+08	"right_fr"	"energy"	0	0	0	4.91025e+07	0	0	0	0	0	0	0	0
9.46728e+08	"center_fr"	"energy"	0	0	0	1.10265e+07	0	0	0	0	0	0	0	0
9.46728e+08	"box"	"energy"	0	0	0	2.00074e+17	0	0	0	0	0	0	0	0
9.46728e+08	".left_fr_left_well"	"energy"	406973	406973	0	0	0	0	0	0	0	0	0	0
9.46728e+08	".right_fr_right_well"	"energy"	-637603	0	-637603	0	0	0	0	0	0	0	0	0
9.46728e+08	".side_z0"	"energy"	26889.3	26889.3	0	0	0	0	0	0	0	0	0	0
9.46728e+08	".side_z1"	"energy"	-3.41298e-09	0	-3.41298e-09	0	0	0	0	0	0	0	0	0
9.46728e+08	".side_y0"	"energy"	-3464.9	29575.8	-33040.7	0	0	0	0	0	0	0	0	0
9.46728e+08	".side_y1"	"energy"	-2571.87	29780.8	-32352.7	0	0	0	0	0	0	0	0	0
9.46728e+08	".side_x0"	"energy"	-175902	0	-175902	0	0	0	0	0	0	0	0	0
9.46728e+08	".side_x1"	"energy"	169594	169604	-10.084	0	0	0	0	0	0	0	0	0
9.46728e+08	".left_well"	"energy"	85596.6	85596.6	0	0	0	0	0	0	0	0	0	0
9.46728e+08	".right_well"	"energy"	-195379	0	-195379	0	0	0	0	0	0	0	0	0
9.46728e+08	".IMPLICIT_BOUNDARY"	"energy"	-1.36982e-08	0	-1.36982e-08	0	0	0	0	0	0	0	0	0
9.46728e+08	"ALL"	"energy"	-325868	748419	-1.07429e+06	2.00074e+17	0	0	0	-1.02836e+13	0	-3.30492e+14	0	1.19494e+06
